iteration,residualN,residualS,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,8.07619781464220490e-06,1.00000000000000000e+00,4.16248981932289849e-04,1.66538001763193231e-03,1.66538001763193231e-03,1.99000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
2.00000000000000000e+00,3.58731570103894314e-05,5.97767594978015349e-01,4.14039847344871187e-04,1.65052096391948215e-03,1.65052096391948215e-03,1.99000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
3.00000000000000000e+00,5.43580194733862793e-05,6.43436050393892626e-03,4.08726940532326652e-04,1.64289370039237179e-03,1.64289370039237179e-03,1.99000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
4.00000000000000000e+00,5.85551574799423916e-07,2.99262099108484362e-03,4.05595280259854192e-04,1.64307931589275421e-03,1.64307931589275421e-03,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
5.00000000000000000e+00,1.10117423244344086e-06,3.49519172581940938e-04,4.05563865722214842e-04,1.64307851180757534e-03,1.64307851180757534e-03,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
6.00000000000000000e+00,3.07856948069351615e-07,3.72361434371621389e-05,4.05613265961031824e-04,1.64307857308657762e-03,1.64307857308657762e-03,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
7.00000000000000000e+00,1.81973586243220520e-09,2.08386314687439466e-06,4.05625899743927698e-04,1.64307857721730528e-03,1.64307857721730528e-03,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
8.00000000000000000e+00,4.54870761175859178e-09,1.20423098955918142e-06,4.05626012098658036e-04,1.64307857719724537e-03,1.64307857719724537e-03,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
9.00000000000000000e+00,1.10287259527730144e-10,5.07190992847805682e-07,4.05625827337517729e-04,1.64307857718764866e-03,1.64307857718764866e-03,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
1.00000000000000000e+01,2.92347027817341519e-11,1.88246019584215981e-08,4.05625822564659026e-04,1.64307857726815241e-03,1.64307857726815241e-03,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
1.10000000000000000e+01,1.06673966429942960e-12,1.42575332015035690e-09,4.05625822936248721e-04,1.64307857720800304e-03,1.64307857720800304e-03,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
1.20000000000000000e+01,6.16322871323684334e-14,2.85475185128282464e-10,4.05625822961251995e-04,1.64307857726927824e-03,1.64307857726927824e-03,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
1.30000000000000000e+01,3.75480426775668001e-14,1.60917857574666640e-10,4.05625822957470026e-04,1.64307857722239994e-03,1.64307857722239994e-03,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
1.40000000000000000e+01,8.20008672881752047e-15,1.11564601040327837e-11,4.05625822949462543e-04,1.64307857716544181e-03,1.64307857716544181e-03,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
